Module	Section	Sample Name	Source
Bismark	deduplication	F-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/F-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	B-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/B-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	I-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/I-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	E-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/E-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	H-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/H-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	G-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/G-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	D-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/D-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	deduplication	C-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/3_deduplicated/C-1.1_bismark_bt2_pe.multiple.deduplication_report.txt
Bismark	alignment	D-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-19.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-19.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-16.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-16.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-19.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-21.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-21.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-19.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-13.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-13.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-10.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-10.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-9.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-9.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-20.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-20.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-17.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-17.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-15.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-15.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-18.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-18.1_bismark_bt2_PE_report.txt
Bismark	alignment	H-11.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/H-11.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-4.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-4.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-7.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-7.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-6.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-6.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-5.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-19.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-19.1_bismark_bt2_PE_report.txt
Bismark	alignment	A-2.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/A-2.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-14.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-14.1_bismark_bt2_PE_report.txt
Bismark	alignment	F-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/F-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	C-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/C-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-3.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-3.1_bismark_bt2_PE_report.txt
Bismark	alignment	E-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/E-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	G-12.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/G-12.1_bismark_bt2_PE_report.txt
Bismark	alignment	B-8.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/B-8.1_bismark_bt2_PE_report.txt
Bismark	alignment	D-1.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/D-1.1_bismark_bt2_PE_report.txt
Bismark	alignment	I-5.1	/netscratch/irg/grp_stich/Hv-DRR-pop/experiments/bismark21/2_bismark_mapped/I-5.1_bismark_bt2_PE_report.txt
